,Date,Open,High,Low,Close,Adj Close,Volume,ta_rsi,ta_stoch_k,ta_stoch_d,ta_stoch_rsi_k,ta_stoch_rsi_d
0,2019-03-19,4032.6918950000004,4082.216064,4023.8125,4071.190186,4071.190186,9344919956.0,,,,,
1,2019-03-20,4070.7939450000003,4089.461914,4031.11084,4087.476318,4087.476318,10175916388.0,,,,,
2,2019-03-21,4083.953857,4097.359863000001,4005.1513670000004,4029.326904,4029.326904,10831212661.0,,,,,
3,2019-03-22,4028.514648,4053.906738,4021.5424799999996,4023.968262,4023.968262,9252935969.0,,,,,
4,2019-03-23,4022.713379,4049.882568,4015.9646,4035.8264159999994,4035.8264159999994,9578850549.0,,,,,
5,2019-03-24,4035.163574,4040.699707,4006.192871,4022.1682130000004,4022.1682130000004,9144851064.0,,,,,
6,2019-03-25,4024.112793,4038.8408200000003,3934.03125,3963.070557,3963.070557,10359818882.0,,,,,
7,2019-03-26,3969.22876,3985.080811,3944.7531740000004,3985.080811,3985.080811,10707678814.0,,,,,
8,2019-03-27,3984.2448729999996,4087.0661619999996,3977.810547,4087.0661619999996,4087.0661619999996,10897131934.0,,53.455056306337326,34.29850765520265,,
9,2019-03-28,4087.584473,4094.9021,4040.266357,4069.107178,4069.107178,9353915899.0,,75.51697811723298,51.74844673939442,,
10,2019-03-29,4068.2998049999997,4113.500977000001,4034.097168,4098.374511999999,4098.374511999999,10918665556.0,,91.84567511598588,73.60590317985206,,
11,2019-03-30,4092.1362299999996,4296.806640999999,4053.909668,4106.660156,4106.660156,9732688060.0,,73.84211383685022,80.40158902335635,,
12,2019-03-31,4105.456055,4113.023438,4094.10083,4105.404297,4105.404297,9045122442.0,,59.18647506965789,74.95808800749799,,
13,2019-04-01,4105.362305,4164.953125,4096.901367,4158.183105,4158.183105,10157794170.0,,44.40699604445416,59.145194983654086,,
14,2019-04-02,4156.919434,4905.95459,4155.316895,4879.87793,4879.87793,21315047816.0,86.11356975690683,61.41358009076881,55.002350401626956,,
15,2019-04-03,4879.958008,5307.003418,4876.621094,4973.021973,4973.021973,22899891582.0,87.25536136889106,72.52988640665474,59.45015418062591,,
16,2019-04-04,4971.307617,5063.159668,4836.793945,4922.798828,4922.798828,18251810239.0,83.2791800960619,79.56001961545971,71.16782870429442,,
17,2019-04-05,4922.806152,5053.509765999999,4919.491699,5036.681152,5036.681152,16837325387.0,84.95352845842554,73.11073048375903,75.06687883529116,,
18,2019-04-06,5036.792969,5205.821777,4992.222168,5059.817383,5059.817383,16929795193.0,85.27610438706805,74.84059349716365,75.83711453212747,,
19,2019-04-07,5062.793945,5235.186522999999,5050.412109000001,5198.896973,5198.896973,16655416140.0,87.07055911601002,77.73570499442867,75.22900965845047,,
20,2019-04-08,5199.835449,5318.836426,5148.211914,5289.770996,5289.770996,17154113634.0,88.09177561396451,83.17209109973176,78.58279653044137,100.0,81.85814406491018
21,2019-04-09,5289.917969,5289.917969,5167.418945,5204.958496,5204.958496,14722104361.0,81.61287181651998,80.82101252037465,80.57626953817838,0.0,65.1174226374447
22,2019-04-10,5204.105469,5421.651367,5193.382324,5324.551758,5324.551758,15504590933.0,83.46013837986993,80.94761410120311,81.64690590710319,28.51202334689031,42.8373411156301
23,2019-04-11,5325.081543,5354.225586,5017.296386999999,5064.487793,5064.487793,16555616019.0,67.56407303045367,53.514423159303725,71.76101659362719,0.0,9.504007782296773
24,2019-04-12,5061.200684,5103.274414,4955.852539,5089.539063,5089.539063,13675206312.0,68.19252768685189,39.25331732644332,57.90511819565008,3.061495332181175,10.524506226357163
25,2019-04-13,5088.850098,5127.12207,5061.589355,5096.586426,5096.586426,10823289598.0,68.37814418125035,23.528239910324505,38.765326798690545,5.121211651451678,2.7275689945442863
26,2019-04-14,5095.758789,5184.016113000001,5053.568359000001,5167.722168,5167.722168,10391952498.0,70.2644385110456,34.79971830242551,32.5270918463978,16.987634494665,8.390113826099286
27,2019-04-15,5167.321777,5196.606934,5024.069336,5067.108397999999,5067.108397999999,12290155060.0,64.41192254774721,34.5420754823182,30.956677898356094,0.0,7.369615382038894
28,2019-04-16,5066.577636999999,5238.945313,5055.194824,5235.55957,5235.55957,11618660197.0,69.0586535628672,57.40559827723098,42.24913068732492,79.39715234029316,32.12826227831939
29,2019-04-17,5236.135254,5274.275390999999,5219.205566,5251.937988000001,5251.937988000001,12438480676.0,69.47597188085919,72.60132345586646,54.849665738471906,86.52773208768767,55.308294809326945
30,2019-04-18,5251.480469,5319.986328,5250.506836,5298.385742,5298.385742,13256489918.0,70.68355490061677,94.19229042103575,74.73307071804442,100.00000000000001,88.64162814266028
31,2019-04-19,5298.154297,5336.680176,5233.335449,5303.8125,5303.8125,13780238655.0,70.82876285943524,91.08630921799268,85.95997436496498,100.0,95.50924402922924
32,2019-04-20,5304.160645,5358.490723,5295.87793,5337.88623,5337.88623,13169647522.0,71.77410863006071,91.79766738551024,92.35875567484624,100.0,100.0
33,2019-04-21,5335.878906,5359.924805,5257.339355,5314.53125,5314.53125,13731844222.0,70.09730704072481,83.47810026343758,88.78735895564684,27.036474660679115,75.67882488689304
34,2019-04-22,5312.494629,5422.6875,5280.276855,5399.365234000001,5399.365234000001,14601631647.0,72.60122482406284,82.87711578839054,86.05096114577947,100.0,75.67882488689304
35,2019-04-23,5399.365723,5633.802246,5389.408691,5572.361816,5572.361816,15867308107.0,76.85702553079783,80.02755749663523,82.12759118282112,99.99999999999999,75.67882488689304
36,2019-04-24,5571.508301,5642.044434,5418.263184,5464.866699,5464.866699,17048033399.0,69.62060459261589,75.42848181308887,79.44438503270489,0.0,66.66666666666667
37,2019-04-25,5466.524414,5542.238281,5181.338867,5210.515625,5210.515625,15330283408.0,56.149188378595774,48.311795196840684,67.92261150218827,0.0,33.333333333333336
38,2019-04-26,5210.304688,5383.634277,5177.368652,5279.348145,5279.348145,16812108039.0,58.49003321342479,27.40798819163437,50.382755067187986,11.304149330632004,3.7680497768773393
39,2019-04-27,5279.471191,5310.75,5233.635742,5268.291015999999,5268.291015999999,13111274675.0,57.954830848549996,15.948758230529094,30.556180539668063,8.719609183145481,6.674586171259167
40,2019-04-28,5271.746582,5326.231934,5255.683594,5285.13916,5285.13916,12819992055.0,58.57680751930251,21.568613116718424,21.641786512960646,18.020519165462655,12.681425893080052
41,2019-04-29,5284.858397999999,5311.274902,5216.487793,5247.352539,5247.352539,13735490672.0,56.55607905293443,20.646660738085938,19.388010695111166,16.760894141747425,14.500340830118525
42,2019-04-30,5247.726074,5363.257324,5224.189941,5350.726563,5350.726563,13878964573.0,60.56411744906326,42.13969872675748,28.118324193853965,100.0,44.927137769070036
43,2019-05-01,5350.914551,5418.003906,5347.645996,5402.697265999999,5402.697265999999,13679528236.0,62.44022484286261,65.21024398419388,42.66553448301245,100.0,72.25363138058248
44,2019-05-02,5402.422852000001,5522.262695,5394.217285,5505.283691,5505.283691,14644460907.0,65.88980557018782,90.29914484878782,65.88302918657975,100.0,100.0
45,2019-05-03,5505.552246,5865.881836,5490.20166,5768.289551,5768.289551,18720780005.0,72.78962935594417,90.60775785583411,82.03904889627195,100.0,100.0
46,2019-05-04,5769.202636999999,5886.893555,5645.469238000001,5831.16748,5831.16748,17567780765.0,74.1365963965398,90.33670498487099,90.41453589649767,100.0,100.0
47,2019-05-05,5831.068359000001,5833.862793,5708.035156,5795.708496,5795.708496,14808830722.0,71.97286162662964,86.55106987623533,89.1651775723135,81.5008033903479,93.83360113011595
48,2019-05-06,5791.693359000001,5802.95752,5653.6875,5746.807129,5746.807129,15737171804.0,68.98272441270126,82.08254985524468,86.32344157211702,37.50451427275514,73.00177255436766
49,2019-05-07,5745.599121,5988.178223,5741.395996,5829.501465,5829.501465,18026409032.0,71.16440287746885,74.26408192028576,80.96590055058861,42.33086253614507,53.77872673308269
50,2019-05-08,5849.481445,5989.980957,5794.71582,5982.45752,5982.45752,15320605299.0,74.70801089026399,79.17271092921847,78.50644756824965,100.0,59.945125602966726
51,2019-05-09,5982.316406,6183.039063,5982.316406,6174.528809,6174.528809,16784645410.0,78.31223640654834,88.11474174145974,80.51717819698801,99.99999999999999,80.77695417871502
52,2019-05-10,6175.822754,6434.617676,6161.519043,6378.849121,6378.849121,19419875367.0,81.35594530895709,96.35574304476062,87.88106523847962,100.0,100.0
53,2019-05-11,6379.666992,7333.00293,6375.69873,7204.771484000001,7204.771484000001,28867562329.0,88.4266206671001,94.39809932411511,92.95619470344518,100.0,100.0
54,2019-05-12,7203.507323999999,7503.87207,6815.770995999999,6972.371581999999,6972.371581999999,27773333679.0,79.31195801159535,84.56824309747218,91.77402848878266,33.559866460413005,77.85328882013766
55,2019-05-13,6971.178223000001,8047.413086,6898.282227,7814.915039,7814.915039,28677672181.0,85.24851232159281,83.19585652521303,87.38739964893345,68.57833098251389,67.37939914764229
56,2019-05-14,7807.884276999999,8268.712891,7696.391113,7994.416015999999,7994.416015999999,32031452226.0,86.15972344823487,81.54237801590877,83.10215921286466,75.12911553017109,59.089104324365984
57,2019-05-15,7989.374512,8216.423828,7899.106934,8205.167969,8205.167969,28344112919.0,87.16239068164307,90.78918873475668,85.17580775862616,86.12971172670338,76.61238607979611
58,2019-05-16,8194.500977,8320.824219,7729.608398,7884.90918,7884.90918,33167197581.0,77.92397906715696,84.8875314252425,85.73969939196932,0.0,53.75294241895815
59,2019-05-17,7886.925781,7929.145508,7038.124512,7343.895508,7343.895508,30066644905.0,65.32733196221146,66.33496627356077,80.67056214451999,0.0,28.709903908901115
60,2019-05-18,7341.664551000001,7447.271973000001,7251.504395,7271.208008,7271.208008,21354286561.0,63.83428316273652,40.17767757795752,63.80005842558694,0.0,-9.473903143468002e-15
61,2019-05-19,7267.962890999999,8261.941406,7267.962890999999,8197.689453,8197.689453,25902422039.0,72.4707352925314,46.63226879018691,51.04830421390174,37.021657769689895,12.340552589896623
62,2019-05-20,8196.923828,8200.967773,7678.781738,7978.309081999999,7978.309081999999,23843404339.0,68.31091906330037,60.622996800398575,49.14431438951434,31.772409645543693,22.931355805077853
63,2019-05-21,7977.969238,8062.167969,7843.339844,7963.327637,7963.327637,25127245056.0,68.02376644987125,79.76582277074375,62.34036278710975,48.5093094267429,39.10112561399215
64,2019-05-22,7956.291992,7997.612305,7615.987305,7680.066406,7680.066406,24719473174.0,62.660440337960566,63.770218480789374,68.05301268397723,0.0,26.76057302409552
65,2019-05-23,7677.269043000001,7943.791504000001,7533.196776999999,7881.84668,7881.84668,24457107820.0,64.79012020210607,59.924532700405884,67.820191317313,21.70862215669913,23.40597719448067
66,2019-05-24,7881.695312999999,8140.719727,7824.44873,7987.371581999999,7987.371581999999,25919126990.0,65.88594081301426,57.39578491324078,60.36351203147868,57.083667275638085,26.26409647744573
67,2019-05-25,7991.885254000001,8117.925781,7965.976073999999,8052.543945,8052.543945,22256813106.0,66.57777727175774,71.75328013829483,63.024532583980495,73.03932022887241,50.61053655373653
68,2019-05-26,8055.206055,8687.520508,7924.67041,8673.21582,8673.21582,26677970091.0,72.33248731261166,84.08678209350406,71.07861571501321,100.0,76.70766250150349
69,2019-05-27,8674.072266,8907.174805,8668.705078,8805.77832,8805.77832,27949839563.0,73.38647099327218,92.2890049086074,82.7096890468021,100.0,91.01310674295746
70,2019-05-28,8802.757813,8807.016602,8634.72168,8719.961914,8719.961914,24226919266.0,71.48788387378386,91.36337205340453,89.24638635183867,74.68729444639023,91.56243148213007
71,2019-05-29,8718.591797,8755.852539,8482.728516,8659.487305,8659.487305,23473479966.0,70.11133948343515,83.37317732572643,89.00851809591279,51.89779943415406,75.52836462684807
72,2019-05-30,8661.760742,9008.314453,8221.273438,8319.472656,8319.472656,29246528551.0,62.79049881253228,64.6440472714838,79.79353221687158,0.0,42.195031293514745
73,2019-05-31,8320.286133,8586.65918,8172.550781,8574.501953,8574.501953,25365190957.0,65.68475471091246,53.10563447765142,67.04095302495388,27.31468004078959,26.404159824981196
74,2019-06-01,8573.839844,8625.600586,8481.578125,8564.016602,8564.016602,22488303543.0,65.4593141209946,43.788670141187595,53.846117296774274,30.685261025780974,19.333313688856837
75,2019-06-02,8565.473633,8809.303711,8561.235352,8742.958008,8742.958008,20266216022.0,67.5088040239166,54.394332819640915,50.42954581282664,64.45031962159092,40.81675356272047
76,2019-06-03,8741.74707,8743.5,8204.185547,8208.995117,8208.995117,22004511436.0,56.697801709040455,39.816574048618385,45.99985900314896,0.0,31.711860215790608
77,2019-06-04,8210.985352,8210.985352,7564.48877,7707.770995999999,7707.770995999999,24609731548.0,48.798047764095706,28.040249831233695,40.75038556649766,0.0,21.483439873863617
78,2019-06-05,7704.343262,7901.849120999999,7668.668456999999,7824.231445,7824.231445,21760923463.0,50.52301845753995,12.245631163469987,26.70081834777402,9.219139352204644,3.0730464507348576
79,2019-06-06,7819.633301000001,7937.34082,7571.471191,7822.023437999999,7822.023437999999,19474611077.0,50.48828943766057,17.688293717226383,19.324724903976687,9.033529431380893,6.0842229278618225
80,2019-06-07,7826.901367,8126.15332,7788.373535,8043.951172,8043.951172,19141423230.0,53.91706593174265,27.407013585423968,19.113646155373445,64.79971659019495,27.684128457926803
81,2019-06-08,8036.774901999999,8076.891113,7837.61084,7954.12793,7954.12793,16522722809.0,52.33725887575999,40.541467993617,28.545591765422447,69.13847530436007,47.657240441978615
82,2019-06-09,7949.674805,7975.974120999999,7583.219727,7688.077148,7688.077148,16610726547.0,47.863780956977095,40.65264528478259,36.20037562127451,0.0,44.646063964851656
83,2019-06-10,7692.284668000001,8031.909668000001,7586.730956999999,8000.32959,8000.32959,18689275117.0,52.94709302085396,52.86917281788467,44.687762032094746,83.97609042144504,51.03818857526835
84,2019-06-11,8004.243651999999,8026.394043000001,7772.803711,7927.714355,7927.714355,17107279931.0,51.68503692993487,53.92959641726967,49.15047150664563,63.1269796298624,49.034356683769126
85,2019-06-12,7925.434081999999,8196.648438,7862.359863,8145.857422,8145.857422,19034432883.0,55.144070285522496,77.49560345024724,61.43145756180052,100.0,82.36769001710246
86,2019-06-13,8145.54541,8311.567383,8087.061035,8230.923828,8230.923828,18669407147.0,56.453340525518634,81.36620692916631,70.93046893222773,100.0,87.70899320995413
87,2019-06-14,8230.898438,8710.636719,8183.393066,8693.833008,8693.833008,19831162905.0,62.814114377936015,93.05096743792156,83.9709259391117,100.0,100.0
88,2019-06-15,8689.746094,8859.12793,8618.395508,8838.375,8838.375,18371033226.0,64.55508703285074,95.17412592890666,89.8637667653315,99.99999999999999,100.0
89,2019-06-16,8841.44043,9335.867188,8814.556641,8994.488281,8994.488281,23348550310.0,66.3855875034625,91.14224120814048,93.12244485832291,100.0,100.0
90,2019-06-17,8988.923828,9416.407227,8988.923828,9320.352539,9320.352539,15562951918.0,69.88200689502168,89.2320440056587,91.84947038090195,99.99999999999999,100.0
91,2019-06-18,9335.466797,9348.374023,9004.901367,9081.762695,9081.762695,15848210535.0,64.58501094266462,80.8220496125577,87.06544494211896,25.055510683668576,75.01850356122286
92,2019-06-19,9078.727539,9299.621094,9070.395508,9273.521484,9273.521484,15546809946.0,66.76544119356144,82.57623609395633,84.21010990405756,41.494038166549345,55.516516283405984
93,2019-06-20,9273.060547,9594.419922,9232.484375,9527.160156,9527.160156,17846823783.0,69.44510753950158,82.10995289396942,81.83607953349447,91.7519409218033,52.76716325734042
94,2019-06-21,9525.074219,10144.556641,9525.074219,10144.556641,10144.556641,20624008643.0,74.77638715767189,91.15674090838002,85.28097663210191,100.0,77.74865969611756
95,2019-06-22,10175.923828,11157.345703,10107.035156,10701.691406,10701.691406,29995204860.0,78.43330416982515,90.06876182151719,87.77848520795554,100.0,97.25064697393445
96,2019-06-23,10696.691406,11246.144531,10556.095703,10855.371094,10855.371094,20998326501.0,79.32377551003687,86.95681149308986,89.39410474099567,99.99999999999999,100.00000000000001
97,2019-06-24,10853.744141,11065.896484,10610.427734,11011.102539,11011.102539,19271652364.0,80.21525492305835,83.06601937341568,86.69719756267425,100.0,100.00000000000001
98,2019-06-25,11007.202148,11790.916992,11007.202148,11790.916992,11790.916992,24879684533.0,83.94758544694713,90.12240467111506,86.71507851254022,100.0,100.00000000000001
99,2019-06-26,11778.581055,13796.489258000001,11755.597656,13016.231445,13016.231445,45105733173.0,87.83189305374344,89.05976559221922,87.41606321225,100.0,100.00000000000001
100,2019-06-27,13017.125,13311.144531,10491.852539,11182.806641,11182.806641,39977475222.0,63.19213223330438,66.58676607359078,81.92297877897504,0.0,66.66666666666669
101,2019-06-28,11162.167969,12445.174805,10914.495117,12407.332031,12407.332031,35087757765.0,69.37215482715382,52.57456296703805,69.40703154428269,25.081503992210095,41.693834664070046
102,2019-06-29,12400.763672,12400.910156,11508.378906,11959.371094,11959.371094,29923961127.0,65.06813005622631,41.09329300430927,53.418207348312706,7.613701434008084,10.89840180873941
103,2019-06-30,11931.991211,12178.383789,10799.008789,10817.155273,10817.155273,27256473494.0,55.59640658758418,37.40502710105393,43.69096102413376,0.0,10.89840180873941
104,2019-07-01,10796.930664,11206.439453,10089.314453,10583.134766,10583.134766,29378589324.0,53.86631776346717,23.193004648888856,33.897108251417364,0.0,2.5379004780027117
105,2019-07-02,10588.683594,10912.188477,9737.884766,10801.677734,10801.677734,31015895222.0,55.26630493362196,21.48826561418863,27.362099121377152,9.028775192236726,3.009591730745592
106,2019-07-03,10818.15625,11968.078125,10818.15625,11961.269531,11961.269531,30796494293.0,61.8769852255524,46.03730108354622,30.239523782207915,71.51224509683432,26.8470067630237
107,2019-07-04,11972.71875,12006.075195,11166.569336,11215.4375,11215.4375,25920294033.0,56.13135722408583,61.1092125741861,42.878259757307,28.275290059650718,36.27210344957394
108,2019-07-05,11203.102539,11395.661133,10874.964844,10978.459961,10978.459961,23838480210.0,54.40281278002453,66.24282730518011,57.79644698763749,6.697257364590529,35.49493084035854
109,2019-07-06,10982.543945,11620.964844,10982.543945,11208.550781,11208.550781,21092024306.0,55.82522712227205,60.02542820222646,62.459156027197565,19.03106133306581,18.00120291910237
110,2019-07-07,11217.616211,11541.620117,11148.804688,11450.84668,11450.84668,19369044276.0,57.33459598742831,57.59787695662623,61.288710821344274,39.225522675195855,21.651280457617414
111,2019-07-08,11446.59668,12345.833008,11393.374023,12285.958008,12285.958008,23482551458.0,62.136611259668626,71.34280513407312,62.98870343097528,100.0,52.75219466942057
112,2019-07-09,12284.326172,12779.131836,12233.261719,12573.8125,12573.8125,28167921522.0,63.65507615904262,79.46901535219429,69.46989914763122,100.0,79.74184089173197
113,2019-07-10,12571.537109,13129.529297,11710.978516,12156.512695,12156.512695,33627574244.0,59.90444644155568,79.94216989901979,76.91799679509575,52.098313774975495,84.03277125832517
114,2019-07-11,12139.713867,12144.623047,11158.922852,11358.662109,11358.662109,28595327690.0,53.42319226422778,51.49740569707356,70.30286364942923,0.0,50.699437924991834
115,2019-07-12,11354.299805,11905.487305,11179.144531,11815.986328,11815.986328,23534692796.0,56.33913912500018,32.872687174591135,54.77075425689484,28.49863124668664,26.86564834055405
116,2019-07-13,11813.126953,11841.957031,10908.479492,11392.378906,11392.378906,21042616383.0,53.02755687038021,21.908387330615387,35.42616006742671,0.0,9.499543748895553
117,2019-07-14,11381.020508,11451.204102,10234.576172,10256.058594,10256.058594,22486000001.0,45.33030233379619,18.624081439221857,24.46838531480947,0.0,9.499543748895553
118,2019-07-15,10257.838867,11052.766602,9992.006836,10895.089844,10895.089844,25384047206.0,49.74797756264114,21.493947879154423,20.675472216330565,40.12844692524329,13.376148975081103
119,2019-07-16,10896.65332,10996.632813,9448.106445,9477.641602,9477.641602,24151199069.0,41.698971531330166,14.632257085284813,18.250095467887043,0.0,13.376148975081103
120,2019-07-17,9471.213867,9963.134766,9163.134766,9693.802734,9693.802734,24569921548.0,43.20803937471801,20.988151903329747,19.038118955923007,13.320885161062742,17.816444028768682
121,2019-07-18,9698.50293,10736.842773,9376.798828,10666.482422,10666.482422,25187024648.0,49.53764935008797,28.90513597494653,21.50851498785371,97.38690452293133,36.902596561331364
122,2019-07-19,10653.956055,10716.980469,10229.628906,10530.732422,10530.732422,20727426309.0,48.721507810453716,52.6290915267125,34.174126468329604,87.24724831619689,65.98501266673033
123,2019-07-20,10525.819336,11048.662109,10451.276367,10767.139648,10767.139648,20206615154.0,50.25844128857059,74.3822746487693,51.97216738347612,100.0,94.87805094637609
124,2019-07-21,10777.529297,10841.887695,10389.599609,10599.105469,10599.105469,17130580467.0,49.131245994174115,77.8668574486389,68.29274120804024,84.0123257061166,90.41985800743784
